transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202500008380,ACC0071351,IND23015702,LN2023080000910,LDO20250006249,24,2025-08-27,03:46:25,3154.5,Debit,Completed,,Loan Payment - LN2023080000910 - Extra Principal,False,,1.37,,Automated,Vehicle Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008381,ACC0072544,IND23003777,LN2023080000913,LDO20250006250,24,2025-08-23,03:51:56,1586.8,Debit,Completed,,Loan Payment - LN2023080000913,False,,1.39,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008382,ACC0071326,IND23002196,LN2023080000919,LDO20250006251,23,2025-08-05,02:41:06,14412.0,Debit,Completed,,Loan Payment - LN2023080000919,False,,0.24,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008383,ACC0071240,IND23004024,LN2023080000925,LDO20250006252,24,2025-08-19,03:52:40,1359.67,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2023080000925,False,,0.09,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008384,ACC0072881,IND23016175,LN2023080000926,LDO20250001219,24,2025-08-18,02:30:08,707.04,Debit,Completed,,Loan Payment - LN2023080000926,False,,0.93,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008385,ACC0072197,IND23002319,LN2023080000930,LDO20250001220,24,2025-08-16,04:37:47,5027.12,Debit,Completed,,Loan Payment - LN2023080000930,False,,0.89,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008386,ACC0071553,IND23008417,LN2023080000935,LDO20250001221,24,2025-08-24,04:06:24,3269.15,Debit,Completed,,Loan Payment - LN2023080000935,False,,0.41,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008387,ACC0071211,IND23023555,LN2023080000937,LDO20250002718,23,2025-08-10,02:36:47,3060.6,Debit,Completed,,Loan Payment - LN2023080000937,False,,0.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008388,ACC0072321,IND23024754,LN2023080000951,LDO20250002719,24,2025-08-31,04:09:57,1568.16,Debit,Completed,,Loan Payment - LN2023080000951,False,,0.7,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008389,ACC0072217,IND23007221,LN2023080000953,LDO20250006253,24,2025-08-26,02:08:23,3552.46,Debit,Completed,,Loan Payment - LN2023080000953,False,,0.6,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008390,ACC0072530,IND23013109,LN2023080000960,LDO20250006254,24,2025-08-20,02:25:38,3595.13,Debit,Completed,,Loan Payment - LN2023080000960,False,,0.15,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008391,ACC0071878,IND23023399,LN2023080000974,LDO20250002720,24,2025-08-19,02:07:44,1849.71,Debit,Completed,,Loan Payment - LN2023080000974,False,,0.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008392,ACC0072891,IND23007051,LN2023080000988,LDO20250006255,24,2025-08-18,03:03:03,1869.88,Debit,Completed,,Loan Payment - LN2023080000988,False,,0.62,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008393,ACC0071922,IND23023161,LN2023080000990,LDO20250006256,23,2025-08-01,03:24:51,2334.03,Debit,Completed,,Loan Payment - LN2023080000990,False,,1.82,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008394,ACC0072183,IND23024110,LN2023080001003,LDO20250001222,24,2025-08-24,03:30:25,1815.02,Debit,Completed,,Loan Payment - LN2023080001003,False,,0.82,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008395,ACC0071034,IND23006035,LN2023080001005,LDO20250000239,24,2025-08-23,03:39:35,943.29,Debit,Completed,,Loan Payment - LN2023080001005,False,,0.62,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008396,ACC0072902,IND23005379,LN2023080001007,LDO20250002721,23,2025-08-06,03:00:30,1499.9,Debit,Completed,,Loan Payment - LN2023080001007,False,,1.21,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008397,ACC0071735,IND23014500,LN2023080001008,LDO20250006257,24,2025-08-17,02:39:33,3173.02,Debit,Completed,,Loan Payment - LN2023080001008,False,,1.51,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008398,ACC0071261,IND23013851,LN2023080001020,LDO20250006258,24,2025-08-16,02:04:27,872.4,Debit,Completed,,Loan Payment - LN2023080001020 - Extra Principal,False,,0.84,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008399,ACC0071603,IND23001253,LN2023080001036,LDO20250002722,24,2025-08-16,02:40:33,1559.32,Debit,Completed,,Loan Payment - LN2023080001036,False,,1.61,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008400,ACC0071615,IND23014819,LN2023080001048,LDO20250006259,24,2025-08-30,03:32:44,5637.77,Debit,Completed,,Loan Payment - LN2023080001048,False,,0.93,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008401,ACC0072892,IND23023139,LN2023080001051,LDO20250002723,24,2025-08-28,03:52:36,2881.22,Debit,Completed,,Loan Payment - LN2023080001051,False,,0.82,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008402,ACC0070984,IND23002321,LN2023080001052,LDO20250000541,24,2025-08-24,03:43:21,2016.32,Debit,Completed,,Loan Payment - LN2023080001052 - Partial,False,,1.96,,Automated,Vehicle Loan,partial_payment,False,loan_payment_generator,False,
TXNL202500008403,ACC0072574,IND23004679,LN2023080001059,LDO20250006260,23,2025-08-02,02:04:02,3014.27,Debit,Completed,,Loan Payment - LN2023080001059,False,,0.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008404,ACC0071241,IND23021838,LN2023080001066,LDO20250001223,24,2025-08-19,03:20:30,6027.32,Debit,Completed,,Loan Payment - LN2023080001066,False,,1.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008405,ACC0071471,IND23006698,LN2023080001071,LDO20250002724,23,2025-08-01,02:17:18,2629.71,Debit,Completed,,Loan Payment - LN2023080001071,False,,0.41,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008406,ACC0072322,IND23002901,LN2023080001077,LDO20250000240,24,2025-08-16,03:06:33,1252.29,Debit,Completed,,Loan Payment - LN2023080001077,False,,0.66,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008407,ACC0072350,IND23003945,LN2023080001083,LDO20250001224,24,2025-08-22,03:50:22,2015.23,Debit,Completed,,Loan Payment - LN2023080001083,False,,0.58,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008408,ACC0072364,IND23011066,LN2023080001094,LDO20250006261,24,2025-08-15,02:06:17,3114.4,Debit,Completed,,Loan Payment - LN2023080001094,False,,0.45,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008409,ACC0070908,IND23009649,LN2023080001095,LDO20250002725,24,2025-08-16,02:24:08,3175.34,Debit,Completed,,Loan Payment - LN2023080001095,False,,0.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008410,ACC0072393,IND23022902,LN2023080001099,LDO20250001225,24,2025-08-16,02:02:36,445.14,Debit,Completed,,Loan Payment - LN2023080001099 - Extra Principal,False,,0.47,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008411,ACC0072191,IND23008630,LN2023080001100,LDO20250000241,24,2025-08-18,02:31:24,2633.21,Debit,Completed,,Loan Payment - LN2023080001100,False,,0.87,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008412,ACC0072973,COM23000167,LN2023080001123,LDO20250002726,23,2025-08-09,04:57:28,10124.68,Debit,Completed,,Loan Payment - LN2023080001123,False,,0.43,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008413,ACC0072893,IND23022962,LN2023080001125,LDO20250006262,23,2025-08-04,02:07:35,12593.58,Debit,Failed,insufficient_funds,Loan Payment - LN2023080001125,False,,1.54,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008414,ACC0071142,IND23006591,LN2023080001158,LDO20250006263,24,2025-08-21,04:37:09,2155.96,Debit,Completed,,Loan Payment - LN2023080001158,False,,1.56,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008415,ACC0072794,IND23005124,LN2023080001164,LDO20250002727,24,2025-08-10,04:13:23,13028.6,Debit,Completed,,Loan Payment - LN2023080001164,False,,1.17,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008416,ACC0072526,IND23012705,LN2023080001167,LDO20250006264,23,2025-08-04,03:28:55,3845.17,Debit,Completed,,Loan Payment - LN2023080001167,False,,1.07,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008417,ACC0071164,IND23000563,LN2023080001169,LDO20250006265,24,2025-08-30,02:27:44,2740.21,Debit,Completed,,Loan Payment - LN2023080001169,False,,0.98,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008418,ACC0071624,IND23009947,LN2023080001172,LDO20250002728,24,2025-08-19,02:06:55,783.58,Debit,Completed,,Loan Payment - LN2023080001172,False,,0.19,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008419,ACC0072829,IND23009821,LN2023080001177,LDO20250002729,23,2025-08-05,04:06:28,1144.46,Debit,Completed,,Loan Payment - LN2023080001177,False,,1.07,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008420,ACC0072308,IND23003089,LN2023080001179,LDO20250002730,24,2025-08-21,04:48:29,1291.79,Debit,Completed,,Loan Payment - LN2023080001179,False,,1.14,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008421,ACC0072042,IND23024829,LN2023080001181,LDO20250002731,24,2025-08-20,04:23:03,2968.74,Debit,Completed,,Loan Payment - LN2023080001181,False,,0.38,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008422,ACC0071501,IND23025441,LN2023080001182,LDO20250002732,24,2025-08-15,04:49:34,2949.92,Debit,Completed,,Loan Payment - LN2023080001182,False,,0.02,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008423,ACC0071504,IND23000863,LN2023080001198,LDO20250006266,24,2025-08-20,04:08:02,2131.65,Debit,Completed,,Loan Payment - LN2023080001198,False,,0.52,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008424,ACC0072554,IND23011349,LN2023080001202,LDO20250006267,24,2025-08-27,04:19:19,1851.74,Debit,Completed,,Loan Payment - LN2023080001202,False,,1.77,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008425,ACC0072027,IND23025014,LN2023080001214,LDO20250002733,23,2025-08-03,02:38:57,4994.17,Debit,Completed,,Loan Payment - LN2023080001214,False,,1.25,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008426,ACC0070898,IND23017654,LN2023080001222,LDO20250006268,24,2025-08-28,03:31:15,3055.23,Debit,Completed,,Loan Payment - LN2023080001222,False,,1.27,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008427,ACC0072338,IND23013564,LN2023080001229,LDO20250006269,23,2025-08-03,04:01:08,638.93,Debit,Completed,,Loan Payment - LN2023080001229,False,,0.56,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008428,ACC0071115,IND23022904,LN2023080001243,LDO20250006271,24,2025-08-14,04:43:43,2139.42,Debit,Completed,,Loan Payment - LN2023080001243,False,,1.63,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008429,ACC0071554,IND23020144,LN2023080001250,LDO20250006272,24,2025-08-12,04:11:44,1470.37,Debit,Completed,,Loan Payment - LN2023080001250,False,,0.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008430,ACC0071429,IND23000204,LN2023080001260,LDO20250006273,23,2025-08-05,03:01:09,382.88,Debit,Completed,,Loan Payment - LN2023080001260,False,,0.93,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008431,ACC0071450,IND23004447,LN2023080001261,LDO20250006274,23,2025-08-09,03:17:03,1653.48,Debit,Completed,,Loan Payment - LN2023080001261,False,,0.21,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008432,ACC0071979,IND23012563,LN2023080001262,LDO20250006275,24,2025-08-12,02:04:00,3984.19,Debit,Completed,,Loan Payment - LN2023080001262,False,,0.57,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008433,ACC0072446,IND23018516,LN2023080001263,LDO20250006276,24,2025-08-29,03:44:08,2538.72,Debit,Completed,,Loan Payment - LN2023080001263,False,,0.82,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008434,ACC0072751,IND23008390,LN2023080001276,LDO20250006277,23,2025-08-11,00:33:47,3689.17,Debit,Completed,,Loan Payment - LN2023080001276,False,,1.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator,True,timestamp_shift
TXNL202500008435,ACC0072809,IND23012241,LN2023080001281,LDO20250006278,24,2025-08-29,03:08:34,2281.83,Debit,Completed,,Loan Payment - LN2023080001281 - Partial,False,,0.44,,Automated,Personal Loan,partial_payment,False,loan_payment_generator,False,
TXNL202500008436,ACC0071487,IND23015509,LN2023080001287,LDO20250000542,24,2025-08-15,03:40:10,1570.48,Debit,Completed,,Loan Payment - LN2023080001287,False,,0.65,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008437,ACC0071843,IND23019228,LN2023080001299,LDO20250006279,24,2025-08-26,03:28:14,1610.78,Debit,Completed,,Loan Payment - LN2023080001299,False,,0.17,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008438,ACC0071822,IND23000504,LN2023080001300,LDO20250006280,23,2025-08-04,03:29:20,1595.84,Debit,Completed,,Loan Payment - LN2023080001300,False,,1.72,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008439,ACC0071266,IND23003438,LN2023080001301,LDO20250002734,23,2025-08-01,04:48:39,4584.45,Debit,Completed,,Loan Payment - LN2023080001301,False,,0.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008440,ACC0071608,IND23002037,LN2023080001332,LDO20250006281,23,2025-08-11,03:28:46,1844.3,Debit,Completed,,Loan Payment - LN2023080001332,False,,1.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008441,ACC0071538,IND23014708,LN2023080001345,LDO20250000543,24,2025-08-26,02:03:30,2344.88,Debit,Completed,,Loan Payment - LN2023080001345,False,,1.47,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008442,ACC0072467,IND23025018,LN2023080001348,LDO20250002735,24,2025-08-31,04:08:12,2077.57,Debit,Completed,,Loan Payment - LN2023080001348,False,,0.21,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008443,ACC0072416,IND23006412,LN2023080001352,LDO20250002736,24,2025-08-26,04:28:00,1520.0,Debit,Completed,,Loan Payment - LN2023080001352,False,,0.6,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008444,ACC0071173,IND23003962,LN2023080001353,LDO20250006283,24,2025-08-31,02:42:47,935.95,Debit,Completed,,Loan Payment - LN2023080001353,False,,1.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008445,ACC0072590,IND23022315,LN2023080001369,LDO20250006284,24,2025-08-15,03:21:51,957.49,Debit,Completed,,Loan Payment - LN2023080001369,False,,1.89,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008446,ACC0072968,COM23000096,LN2023080001378,LDO20250001226,23,2025-08-07,02:24:07,44756.74,Debit,Completed,,Loan Payment - LN20230800...,False,,0.71,,Automated,Business Loan,standard_payment,False,loan_payment_generator,True,truncated_description
TXNL202500008447,ACC0071810,IND23005423,LN2023080001380,LDO20250006285,24,2025-08-31,03:56:19,347.8,Debit,Completed,,Loan Payment - LN2023080001380,False,,0.09,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008448,ACC0072513,IND23017366,LN2023080001396,LDO20250000544,24,2025-08-30,04:48:08,2142.66,Debit,Completed,,Loan Payment - LN2023080001396 - Late Fee,False,,1.76,,Automated,Personal Loan,late_payment,False,loan_payment_generator,False,
TXNL202500008449,ACC0072938,IND23023498,LN2023080001405,LDO20250006286,23,2025-08-07,04:36:23,628.24,Debit,Completed,,Loan Payment - LN2023080001405,False,,0.74,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008450,ACC0072589,IND23024508,LN2023080001406,LDO20250006287,24,2025-08-20,04:15:11,2018.25,Debit,Completed,,Loan Payment - LN2023080001406,False,,1.23,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008451,ACC0071819,IND23019350,LN2023080001415,LDO20250006288,24,2025-08-08,04:09:34,2487.23,Debit,Completed,,Loan Payment - LN2023080001415,False,,1.27,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008452,ACC0072054,IND23020237,LN2023080001418,LDO20250000545,24,2025-08-18,04:34:37,3441.79,Debit,Completed,,Loan Payment - LN2023080001418,False,,1.0,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008453,ACC0072864,IND23009001,LN2023080001423,LDO20250006289,23,2025-08-09,02:47:46,1206.83,Debit,Completed,,Loan Payment - LN2023080001423,False,,0.67,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008454,ACC0072161,IND23019997,LN2023080001424,LDO20250006290,23,2025-08-08,02:53:20,2555.54,Debit,Completed,,Loan Payment - LN2023080001424,False,,0.57,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008455,ACC0070991,IND23012559,LN2023080001425,LDO20250001227,23,2025-08-05,03:54:48,7186.17,Debit,Completed,,Loan Payment - LN2023080001425,False,,1.73,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008456,ACC0072336,IND23014430,LN2023080001428,LDO20250006291,23,2025-08-06,02:11:39,744.48,Debit,Completed,,Loan Payment - LN2023080001428,False,,0.91,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008457,ACC0072490,IND23015021,LN2023080001431,LDO20250002737,24,2025-08-17,02:28:59,588.5,Debit,Failed,bank_timeout,Loan Payment - LN2023080001431,False,,0.95,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008458,ACC0071463,IND23013617,LN2023080001451,LDO20250002738,24,2025-08-29,03:23:10,17997.94,Debit,Completed,,Loan Payment - LN2023080001451 - Extra Principal,False,,0.05,,Automated,Personal Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008459,ACC0071460,IND23000116,LN2023080001452,LDO20250006292,24,2025-08-18,02:37:47,668.87,Debit,Completed,,Loan Payment - LN2023080001452,False,,0.61,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008460,ACC0072431,IND23009741,LN2023080001463,LDO20250002739,24,2025-08-29,03:00:34,4075.19,Debit,Completed,,Loan Payment - LN2023080001463 - Extra Principal,False,,0.09,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008461,ACC0071957,IND23026274,LN2023080001465,LDO20250006293,24,2025-08-25,04:39:08,2416.68,Debit,Failed,mandate_limit,Loan Payment - LN2023080001465,False,,0.41,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008462,ACC0072219,IND23021435,LN2023080001471,LDO20250006294,24,2025-08-31,04:56:37,4829.94,Debit,Completed,,Loan Payment - LN2023080001471,False,,0.82,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008463,ACC0071066,IND23003645,LN2023080001479,LDO20250002740,24,2025-08-26,02:36:04,2939.71,Debit,Completed,,Loan Payment - LN2023080001479,False,,1.68,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008464,ACC0071697,IND23008512,LN2023080001481,LDO20250002741,24,2025-08-24,02:16:59,3843.11,Debit,Completed,,Loan Payment - LN2023080001481,False,,0.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008465,ACC0072922,IND23009658,LN2023080001482,LDO20250002742,24,2025-08-18,04:06:34,4001.29,Debit,Completed,,Loan Payment - LN2023080001482,False,,0.34,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008466,ACC0072841,IND23006031,LN2023080001486,LDO20250002743,24,2025-08-14,04:54:14,1117.67,Debit,Completed,,Loan Payment - LN2023080001486,False,,1.78,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008467,ACC0071344,IND23021674,LN2023080001491,LDO20250006295,24,2025-08-29,03:27:25,1617.66,Debit,Completed,,Loan Payment - LN2023080001491,False,,0.17,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008468,ACC0071682,IND23025103,LN2023080001494,LDO20250002744,24,2025-08-15,03:13:33,4064.14,Debit,Completed,,Loan Payment - LN2023080001494,False,,0.78,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008469,ACC0072736,IND23001201,LN2023080001495,LDO20250006296,24,2025-08-22,03:25:25,3877.09,Debit,Completed,,Loan Payment - LN2023080001495 - Late Fee,False,,0.93,,Automated,Vehicle Loan,late_payment,False,loan_payment_generator,False,
TXNL202500008470,ACC0071085,IND23024781,LN2023080001505,LDO20250006297,24,2025-08-10,03:12:16,983.29,Debit,Completed,,Loan Payment - LN2023080001505,False,,1.65,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008471,ACC0072932,IND23013354,LN2023080001506,LDO20250002745,24,2025-08-24,03:09:39,549.54,Debit,Completed,,Loan Payment - LN2023080001506 - Partial,False,,0.57,,Automated,Home Loan,partial_payment,False,loan_payment_generator,False,
TXNL202500008472,ACC0072394,IND23000648,LN2023080001511,LDO20250001228,24,2025-08-18,02:03:57,3061.77,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2023080001511,False,,0.07,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008473,ACC0072869,IND23022637,LN2023080001520,LDO20250002746,24,2025-08-24,02:35:34,545.65,Debit,Completed,,Loan Payment - LN2023080001520,False,,0.05,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008474,ACC0071349,IND23015643,LN2023080001538,LDO20250000546,24,2025-08-15,03:16:24,1174.62,Debit,Completed,,Loan Payment - LN2023080001538,False,,0.62,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008475,ACC0071741,IND23023760,LN2023080001544,LDO20250000547,24,2025-08-22,03:23:21,2420.72,Debit,Completed,,Loan Payment - LN2023080001544,False,,0.96,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008476,ACC0071875,IND23002259,LN2023080001545,LDO20250000101,24,2025-08-20,02:56:55,1865.21,Debit,Completed,,Loan Payment - LN20230800...,False,,1.41,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,True,truncated_description
TXNL202500008477,ACC0071192,IND23016886,LN2023080001553,LDO20250002747,24,2025-08-22,02:53:51,2871.36,Debit,Completed,,Loan Payment - LN2023080001553,False,,1.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008478,ACC0072537,IND23010176,LN2023080001567,LDO20250000047,24,2025-08-12,04:07:37,4315.03,Debit,Completed,,Loan Payment - LN2023080001567,False,,0.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008479,ACC0072716,IND23026292,LN2023080001577,LDO20250000548,23,2025-08-02,03:52:32,1448.5,Debit,Failed,daily_limit_exceeded,Loan Payment - LN2023080001577,False,,1.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008480,ACC0071952,IND23022361,LN2023080001584,LDO20250000549,24,2025-08-31,03:07:15,292.13,Debit,Completed,,Loan Payment - LN2023080001584,False,,0.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008481,ACC0072933,IND23006596,LN2023080001589,LDO20250006298,24,2025-08-24,04:19:25,2432.26,Debit,Failed,insufficient_funds,Loan Payment - LN2023080001589,False,,1.25,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008482,ACC0072074,IND23013376,LN2023080001597,LDO20250000550,24,2025-08-18,02:44:49,3308.17,Debit,Completed,,Loan Payment - LN2023080001597,False,,0.08,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008483,ACC0072008,IND23018376,LN2023080001612,LDO20250006300,24,2025-08-15,04:50:12,3476.58,Debit,Completed,,Loan Payment - LN2023080001612,False,,1.27,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008484,ACC0072253,IND23009395,LN2023080001613,LDO20250006301,24,2025-08-24,03:01:30,1575.12,Debit,Completed,,Loan Payment - LN2023080001613,False,,0.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008485,ACC0071358,IND23017439,LN2023080001614,LDO20250006302,23,2025-08-04,04:03:54,3208.52,Debit,Completed,,Loan Payment - LN2023080001614,False,,0.46,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008486,ACC0071512,IND23018033,LN2023080001623,LDO20250002748,23,2025-08-02,02:58:28,2264.78,Debit,Completed,,Loan Payment - LN2023080001623 - Extra Principal,False,,1.79,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500008487,ACC0070914,IND23025008,LN2023080001628,LDO20250001229,24,2025-08-21,04:18:22,2588.15,Debit,Completed,,Loan Payment - LN2023080001628,False,,1.07,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008488,ACC0071153,IND23008306,LN2023080001629,LDO20250006303,24,2025-08-19,02:43:59,4070.16,Debit,Completed,,Loan Payment - LN2023080001629,False,,1.49,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008489,ACC0072234,IND23001017,LN2023080001634,LDO20250006304,23,2025-08-07,03:30:34,2982.28,Debit,Completed,,Loan Payment - LN2023080001634,False,,0.61,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008490,ACC0072341,IND23000495,LN2023080001638,LDO20250006305,23,2025-08-05,02:34:15,2639.83,Debit,Completed,,Loan Payment - LN2023080001638,False,,0.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008491,ACC0071356,IND23005901,LN2023080001646,LDO20250006306,23,2025-08-01,04:51:58,3337.19,Debit,Completed,,Loan Payment - LN2023080001646,False,,1.31,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500008492,ACC0071255,IND23003871,LN2023080001656,LDO20250002749,24,2025-08-27,04:24:50,1927.4,Debit,Completed,,Loan Payment - LN2023080001656,False,,1.05,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
